中分類ID,中分類,小分類ID,小分類,種別,通し番号 ,優先度,割り当て時間数（h）, DS-BoK KA番号,内容
G2,プロフェッショナリズム,1,継続研鑽,知識,ACM-73-01,T1,0.38,KA04.01 KA05.01,能力（コンピテンシー）の意味と能力を示すことができること．
G2,プロフェッショナリズム,1,継続研鑽,知識,ACM-73-02,T1,0.38,KA04.01 KA05.01,専門知識の習得/習熟またはコンピテンシーを伸ばす; ジャーナル，カンファレンス，コース，ウェビナーの役割
G2,プロフェッショナリズム,1,継続研鑽,知識,ACM-73-03,T1,0.38,KA04.01 KA05.01,技術の変更とそのコンピテンシーへの影響
G2,プロフェッショナリズム,1,継続研鑽,スキル,ACM-73-04,T1,0.38,KA04.01 KA05.01,CPDと専門的活動における職能団体（職業別の団体）の役割
G2,プロフェッショナリズム,1,継続研鑽,スキル,ACM-73-05,T1,0.38,KA04.01 KA05.01,プロのデータサイエンティストにとってのコンピテンシー維持の重要性を説明すること.
G2,プロフェッショナリズム,1,継続研鑽,スキル,ACM-73-06,T1,0.38,KA04.01 KA05.01,プロが一般的にどのようにしてコンピテンシーを伸ばし，熟達するか説明し，後方の利点を説明すること.
G2,プロフェッショナリズム,1,継続研鑽,態度,ACM-73-07,T1,0.38,KA04.01 KA05.01,キャリア開発においての職能団体の役割の重要性を主張すること.
G2,プロフェッショナリズム,2,コミュニケーション,知識,ACM-73-08,T1,0.38,KA04.01 KA05.01,データサイエンスの分野は急速に変化する分野である．最新情報を入手する方法を知ることが必須であると認識することに積極的，かつ情熱的に取り組んでいる．
G2,プロフェッショナリズム,2,コミュニケーション,知識,ACM-74-01,T1,0.3,KA04.01 KA05.01,様々なコミュニケーション形式ー電子的な書面や話し方ーその有効な使い方
G2,プロフェッショナリズム,2,コミュニケーション,知識,ACM-74-02,T1,0.3,KA04.01 KA05.01,データサイエンスに関連する技術文献
G2,プロフェッショナリズム,2,コミュニケーション,スキル,ACM-74-03,T1,0.3,KA04.01 KA05.01,データサイエンティストが関連するコミュニケーションに関連する対象者（オーディエンス）–小規模グループ，大規模グループ，専門家と非専門家，若者，上級管理者，機械–そしてそれぞれとの有効なコミュニケーションの要素
G2,プロフェッショナリズム,2,コミュニケーション,スキル,ACM-74-04,T1,0.3,KA04.01 KA05.01,データサイエンスに関連する技術専門文献の様相を評価すること.
G2,プロフェッショナリズム,2,コミュニケーション,スキル,ACM-74-05,T1,0.3,KA04.01 KA05.01,同僚の技術開発をガイドするための文献を作成すること.
G2,プロフェッショナリズム,2,コミュニケーション,スキル,ACM-74-06,T1,0.3,KA04.01 KA05.01,データサイエンスに興味のある様々なオーディエンスを対象にしたプレゼンテーションを作成すること.
G2,プロフェッショナリズム,2,コミュニケーション,態度,ACM-74-07,T1,0.3,KA04.01 KA05.01,必要に応じて変革管理にまつわる一般的な課題を取り入れながら，データサイエンスの調査から生じる重要な取り組みを説明するために，上級管理者向けの状況報告を設計すること.
G2,プロフェッショナリズム,2,コミュニケーション,態度,ACM-74-08,T1,0.3,KA04.01 KA05.01,関係する技術の最新情報に対応して調整し，それを効果的に活用する方法を理解し，新しい開発の機会を見逃さない．
G2,プロフェッショナリズム,2,コミュニケーション,態度,ACM-74-09,T1,0.3,KA04.01 KA05.01,積極的かつ自発的に，新しい学びと新しい体験の重要性を判断する．
G2,プロフェッショナリズム,3,チームワーク,知識,ACM-74-10,T1,0.3,KA04.01 KA05.01,知識に関して，その強みと弱みの理解が正確であり，重視している．
G2,プロフェッショナリズム,3,チームワーク,知識,ACM-75-01,T1,0.33,KA04.01 KA05.01,チームメンバー選び.メンバーの能力やスキルを補う必要性
G2,プロフェッショナリズム,3,チームワーク,知識,ACM-75-02,T1,0.33,KA04.01 KA05.01,チームダイナミックス，チームの規律
G2,プロフェッショナリズム,3,チームワーク,スキル,ACM-75-03,T1,0.33,KA04.01 KA05.01,有効なチーム運用の要素
G2,プロフェッショナリズム,3,チームワーク,スキル,ACM-75-04,T1,0.33,KA04.01 KA05.01,チームメンバーの間の対立に対応するステップを説明すること.
G2,プロフェッショナリズム,3,チームワーク,スキル,ACM-75-05,T1,0.33,KA04.01 KA05.01,特定のデータサイエンス調査を行うチームを選ぶ上で考慮すべき点を要約すること.
G2,プロフェッショナリズム,3,チームワーク,態度,ACM-75-06,T1,0.33,KA04.01 KA05.01,データサイエンス研究の調査を行うチームのリーダーに求められる資質を認識すること.
G2,プロフェッショナリズム,3,チームワーク,態度,ACM-75-07,T1,0.33,KA04.01 KA05.01,敬意を払って協力し，チームの編成と運用に関して敏感，かつ適切に行動する.
G2,プロフェッショナリズム,4,経済的課題,知識,ACM-75-08,T1,0.33,KA04.01 KA05.01,他の人と活動するときは，重要でない相違点は脇に置いて，協力し，適切に行動する．
G2,プロフェッショナリズム,4,経済的課題,知識,ACM-76-01,T2,0.46,KA04.01 KA05.01,質の高いデータセットとその維持のコストと価値
G2,プロフェッショナリズム,4,経済的課題,知識,ACM-76-02,T2,0.46,KA04.01 KA05.01,データサイエンス活動のコストの正当化
G2,プロフェッショナリズム,4,経済的課題,知識,ACM-76-03,T2,0.46,KA04.01 KA05.01,プロジェクト費用の見積もり
G2,プロフェッショナリズム,4,経済的課題,知識,ACM-76-04,T2,0.46,KA04.01 KA05.01,データサイエンスの促進
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-05,T2,0.46,KA04.01 KA05.01,データサイエンス活動から生じる自動化（オートメーション）
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-06,T2,0.46,KA04.01 KA05.01,維持の必要性も考慮しながら，組織にとってのデータセットの価値を評価すること.
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-07,T2,0.46,KA04.01 KA05.01,組織が定期的に収集すべきデータの事例を議論し，品質を考慮しながら，データが持つべき属性を特定し，取り扱うデータ集合の形式を決めるデータ収集プロセスを設計すること.
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-08,T2,0.46,KA04.01 KA05.01,特定の目的のために質の高いデータを収集する（いわゆる資源としての）コストを評価すること.
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-09,T2,0.46,KA04.01 KA05.01,組織の中にデータサイエンス活動を置くことを正当化し，コストを測ること.
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-10,T2,0.46,KA04.01 KA05.01,組織にとっての，ある調査・研究プロジェクトに取り組む価値を推論すること.
G2,プロフェッショナリズム,4,経済的課題,スキル,ACM-76-11,T2,0.46,KA04.01 KA05.01,組織内で調査を行うために必要なリソースを監視し，その活動を外部委託する場合と比較すること．
G2,プロフェッショナリズム,4,経済的課題,態度,ACM-76-12,T2,0.46,KA04.01 KA05.01,ある活動の自動化にまつわるコストを評価すること．
G2,プロフェッショナリズム,5,プライバシーと守秘義務,知識,ACM-76-13,T2,0.46,KA04.01 KA05.01,データサイエンス活動にまつわるコストを尊重し，適切に行動する．
G2,プロフェッショナリズム,5,プライバシーと守秘義務,知識,ACM-77-01,T1,0.25,KA04.01 KA05.01,情報の自由
G2,プロフェッショナリズム,5,プライバシーと守秘義務,知識,ACM-77-02,T1,0.25,KA04.01 KA05.01,EU一般データ保護規則（GDPR）など，データ保護規則　ー[5]参照
G2,プロフェッショナリズム,5,プライバシーと守秘義務,知識,ACM-77-03,T1,0.25,KA04.01 KA05.01,プライバシーに関する法律
G2,プロフェッショナリズム,5,プライバシーと守秘義務,知識,ACM-77-04,T1,0.25,KA04.01 KA05.01,データの守秘義務を守る方法
G2,プロフェッショナリズム,5,プライバシーと守秘義務,知識,ACM-77-05,T1,0.25,KA04.01 KA05.01,プライバシーや守秘義務に対するリスク
G2,プロフェッショナリズム,5,プライバシーと守秘義務,スキル,ACM-77-06,T1,0.25,KA04.01 KA05.01,国際的な側面
G2,プロフェッショナリズム,5,プライバシーと守秘義務,スキル,ACM-77-07,T1,0.25,KA04.01 KA05.01,データの守秘義務を守るための技術的メカニズムを説明すること.
G2,プロフェッショナリズム,5,プライバシーと守秘義務,スキル,ACM-77-08,T1,0.25,KA04.01 KA05.01,各国のプライバシーに関する法律を比較し，その違いから生まれる課題を説明すること.
G2,プロフェッショナリズム,5,プライバシーと守秘義務,スキル,ACM-77-09,T1,0.25,KA04.01 KA05.01,動画，声，顔認識ソフトの使用から生じるプラバシーや守秘義務の課題を認識すること.
G2,プロフェッショナリズム,5,プライバシーと守秘義務,態度,ACM-77-10,T1,0.25,KA04.01 KA05.01,国際基準を考慮しながら，各プラバシー関連法律をどのような文脈で適応すべきか意識すること.
G2,プロフェッショナリズム,6,倫理的課題,知識,ACM-77-11,T1,0.25,KA04.01 KA05.01,データサイエンス活動が信用されるよう，プライバシーや守秘義務の側面を取り入れ，維持することに敏感に対応する.
G2,プロフェッショナリズム,6,倫理的課題,知識,ACM-78-01,T1,0.25,KA04.01 KA05.01,能力（コンピテンシー）や能力の維持においての倫理的な課題
